date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:34:22	601270/601270	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jun%202026%2020:04:22%20GMT	https://dadus.co.in/cdn/shop/files/IG4.jpg?v=1755949129	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/IG459e6.jpg	(from https://dadus.co.in/)
01:34:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:24%20GMT	http://dadus.co.in/cdn/shop/files/video_image.webp?v=1755608570	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/video_imagef265.webp	(from https://dadus.co.in/)
01:34:24	626762/626762	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jun%202026%2020:04:24%20GMT	https://dadus.co.in/cdn/shop/files/IG6.jpg?v=1755949129	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/IG659e6.jpg	(from https://dadus.co.in/)
01:34:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:25%20GMT	http://dadus.co.in/cdn/shop/files/sticker_e16637c5-e5e1-403c-83f1-523ae5eefa0d.png?v=1744382405	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/sticker_e16637c5-e5e1-403c-83f1-523ae5eefa0dd530.png	(from https://dadus.co.in/)
01:34:26	4217063/4217063	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2003:38:12%20GMT	https://dadus.co.in/cdn/shop/files/video_image.webp?v=1755608570	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/video_imagef265.png	(from https://dadus.co.in/)
01:34:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:28%20GMT	http://dadus.co.in/cdn/shop/files/play_button.png?v=1747964318	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/play_buttona5e0.png	(from https://dadus.co.in/)
01:34:28	56855/56855	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:27%20GMT	https://dadus.co.in/cdn/shop/files/sticker_e16637c5-e5e1-403c-83f1-523ae5eefa0d.png?v=1744382405	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/sticker_e16637c5-e5e1-403c-83f1-523ae5eefa0dd530.png	(from https://dadus.co.in/)
01:34:29	6635/6635	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:29%20GMT	https://dadus.co.in/cdn/shop/files/play_button.png?v=1747964318	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/play_buttona5e0.png	(from https://dadus.co.in/)
01:34:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:29%20GMT	http://dadus.co.in/cdn/shop/files/The_times_of_india.svg_1_300x120.png?v=1748146212	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/The_times_of_india.svg_1_300x120fa80.png	(from https://dadus.co.in/)
01:34:29	5076/5076	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:30%20GMT	https://dadus.co.in/cdn/shop/files/The_times_of_india.svg_1_300x120.png?v=1748146212	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/The_times_of_india.svg_1_300x120fa80.png	(from https://dadus.co.in/)
01:34:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:30%20GMT	http://dadus.co.in/cdn/shop/files/png-transparent-india-the-hindu-hinduism-editorial-om-hindu-label-text-service-removebg-preview_f4d52b33-bbe2-460f-80a0-fc80e7b7ec1f_300x120.png?v=1747418174	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/png-transparent-india-the-hindu-hinduism-editorial-om-hindu-label-text-service-removebg-preview_f4d52b33-bbe2-460f-80a0-fc80e7b7ec1f_300x120dfb9.png	(from https://dadus.co.in/)
01:34:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:32%20GMT	http://dadus.co.in/cdn/shop/files/919602267be9ecd6beac07fa8a6d9840-removebg-preview_300x120.png?v=1748146054	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/919602267be9ecd6beac07fa8a6d9840-removebg-preview_300x12013e4.png	(from https://dadus.co.in/)
01:34:32	61578/61578	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:31%20GMT	https://dadus.co.in/cdn/shop/files/png-transparent-india-the-hindu-hinduism-editorial-om-hindu-label-text-service-removebg-preview_f4d52b33-bbe2-460f-80a0-fc80e7b7ec1f_300x120.png?v=1747418174	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/png-transparent-india-the-hindu-hinduism-editorial-om-hindu-label-text-service-removebg-preview_f4d52b33-bbe2-460f-80a0-fc80e7b7ec1f_300x120dfb9.png	(from https://dadus.co.in/)
01:34:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:33%20GMT	http://dadus.co.in/cdn/shop/files/cropped-hybiz-logo--removebg-preview_300x120.png?v=1748146154	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/cropped-hybiz-logo--removebg-preview_300x120c2ce.png	(from https://dadus.co.in/)
01:34:33	17187/17187	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:33%20GMT	https://dadus.co.in/cdn/shop/files/919602267be9ecd6beac07fa8a6d9840-removebg-preview_300x120.png?v=1748146054	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/919602267be9ecd6beac07fa8a6d9840-removebg-preview_300x12013e4.png	(from https://dadus.co.in/)
01:34:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:34%20GMT	http://dadus.co.in/cdn/shop/files/spotlightsticker.png?v=1744396463	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/spotlightsticker7348.png	(from https://dadus.co.in/)
01:34:34	31732/31732	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:34%20GMT	https://dadus.co.in/cdn/shop/files/cropped-hybiz-logo--removebg-preview_300x120.png?v=1748146154	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/cropped-hybiz-logo--removebg-preview_300x120c2ce.png	(from https://dadus.co.in/)
01:34:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:37%20GMT	http://dadus.co.in/cdn/shop/articles/Kashmiri_Dryfruit_Mixture_8655588f-7868-444d-a743-4486920f56b4.webp?v=1779529243	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Kashmiri_Dryfruit_Mixture_8655588f-7868-444d-a743-4486920f56b4819b.webp	(from https://dadus.co.in/)
01:34:36	112959/112959	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:36%20GMT	https://dadus.co.in/cdn/shop/files/spotlightsticker.png?v=1744396463	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/spotlightsticker7348.png	(from https://dadus.co.in/)
01:34:37	209844/209844	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jun%202026%2003:38:12%20GMT	https://dadus.co.in/cdn/shop/articles/Kashmiri_Dryfruit_Mixture_8655588f-7868-444d-a743-4486920f56b4.webp?v=1779529243	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Kashmiri_Dryfruit_Mixture_8655588f-7868-444d-a743-4486920f56b4819b.jpg	(from https://dadus.co.in/)
01:34:39	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:38%20GMT	http://dadus.co.in/cdn/shop/articles/Untitled_design-3.png?v=1718865619	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Untitled_design-3d999.png	(from https://dadus.co.in/)
01:34:39	234370/234370	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:04:38%20GMT	https://dadus.co.in/blogs/premium-sweets-and-online-mithai-store/types-of-namkeen-complete-guide-to-indian-savoury-snacks	D:/react_projects/dadus-clone/dadus.co.in/blogs/premium-sweets-and-online-mithai-store/types-of-namkeen-complete-guide-to-indian-savoury-snacks.html	(from https://dadus.co.in/)
01:34:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:43%20GMT	http://dadus.co.in/cdn/shop/articles/Untitled_design-4_97a08fe3-3d67-470c-978d-4f8fb7e2a559.png?v=1781242809	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Untitled_design-4_97a08fe3-3d67-470c-978d-4f8fb7e2a55904cb.png	(from https://dadus.co.in/)
01:34:44	215403/215403	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:04:42%20GMT	https://dadus.co.in/blogs/premium-sweets-and-online-mithai-store/how-dadus-sugar-free-sweets-redefine-tradition	D:/react_projects/dadus-clone/dadus.co.in/blogs/premium-sweets-and-online-mithai-store/how-dadus-sugar-free-sweets-redefine-tradition.html	(from https://dadus.co.in/)
01:34:46	3864327/3864327	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:42%20GMT	https://dadus.co.in/cdn/shop/articles/Untitled_design-3.png?v=1718865619	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Untitled_design-3d999.png	(from https://dadus.co.in/)
01:34:47	219040/219040	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:04:48%20GMT	https://dadus.co.in/blogs/premium-sweets-and-online-mithai-store/indulge-in-hyderabad-s-finest-sweets-must-try-delicacies	D:/react_projects/dadus-clone/dadus.co.in/blogs/premium-sweets-and-online-mithai-store/indulge-in-hyderabad-s-finest-sweets-must-try-delicacies.html	(from https://dadus.co.in/)
01:34:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:48%20GMT	http://dadus.co.in/cdn/shop/articles/Screenshot_2024-06-17_at_12.41.48_PM.png?v=1718617960	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Screenshot_2024-06-17_at_12.41.48_PM27c8.png	(from https://dadus.co.in/)
01:34:50	2365131/2365131	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:48%20GMT	https://dadus.co.in/cdn/shop/articles/Untitled_design-4_97a08fe3-3d67-470c-978d-4f8fb7e2a559.png?v=1781242809	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Untitled_design-4_97a08fe3-3d67-470c-978d-4f8fb7e2a55904cb.png	(from https://dadus.co.in/)
01:34:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:53%20GMT	http://dadus.co.in/cdn/shop/articles/Untitled_design-2.png?v=1718790071	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Untitled_design-2b3fc.png	(from https://dadus.co.in/)
01:34:54	227684/227684	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:04:53%20GMT	https://dadus.co.in/blogs/premium-sweets-and-online-mithai-store/experience-the-best-of-dadus-sugar-free-and-guiltless-treats	D:/react_projects/dadus-clone/dadus.co.in/blogs/premium-sweets-and-online-mithai-store/experience-the-best-of-dadus-sugar-free-and-guiltless-treats.html	(from https://dadus.co.in/)
01:34:56	6977027/6977027	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:52%20GMT	https://dadus.co.in/cdn/shop/articles/Screenshot_2024-06-17_at_12.41.48_PM.png?v=1718617960	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Screenshot_2024-06-17_at_12.41.48_PM27c8.png	(from https://dadus.co.in/)
01:34:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:04:57%20GMT	http://dadus.co.in/cdn/shop/articles/Untitled_design_2.png?v=1718446808	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Untitled_design_23abe.png	(from https://dadus.co.in/)
01:34:59	212103/212103	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:04:57%20GMT	https://dadus.co.in/blogs/premium-sweets-and-online-mithai-store/dadus-white-kalakand-a-dessert-without-a-cause	D:/react_projects/dadus-clone/dadus.co.in/blogs/premium-sweets-and-online-mithai-store/dadus-white-kalakand-a-dessert-without-a-cause.html	(from https://dadus.co.in/)
01:34:59	3263439/3263439	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:04:57%20GMT	https://dadus.co.in/cdn/shop/articles/Untitled_design-2.png?v=1718790071	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Untitled_design-2b3fc.png	(from https://dadus.co.in/)
01:35:01	3123050/3123050	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:05:00%20GMT	https://dadus.co.in/cdn/shop/articles/Untitled_design_2.png?v=1718446808	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/articles/Untitled_design_23abe.png	(from https://dadus.co.in/)
01:35:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:01%20GMT	http://dadus.co.in/cdn/shop/files/IMG_1551_1.webp?v=1755948718	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/IMG_1551_195ca.webp	(from https://dadus.co.in/)
01:35:03	213055/213055	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:05:01%20GMT	https://dadus.co.in/blogs/premium-sweets-and-online-mithai-store/rasmalai-dadus-delicate-marvel	D:/react_projects/dadus-clone/dadus.co.in/blogs/premium-sweets-and-online-mithai-store/rasmalai-dadus-delicate-marvel.html	(from https://dadus.co.in/)
01:35:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:05%20GMT	http://dadus.co.in/cdn/shop/t/16/assets/section-footer.css?v=60318643098753476351744111322	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/section-footerc64d.css	(from https://dadus.co.in/)
01:35:05	600022/600022	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jun%202026%2003:38:12%20GMT	https://dadus.co.in/cdn/shop/files/IMG_1551_1.webp?v=1755948718	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/IMG_1551_195ca.jpg	(from https://dadus.co.in/)
01:35:06	7472/7472	---MCZ	200	added ('OK')	text/css	date:Wed,%2029%20Apr%202026%2016:04:59%20GMT	https://dadus.co.in/cdn/shop/t/16/assets/section-footer.css?v=60318643098753476351744111322	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/section-footerc64d.css	(from https://dadus.co.in/)
01:35:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:06%20GMT	http://dadus.co.in/cdn/shop/t/16/assets/component-newsletter.css?v=4727253280200485261744111320	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/component-newsletter01eb.css	(from https://dadus.co.in/)
01:35:06	1305/1305	---MCZ	200	added ('OK')	text/css	date:Wed,%2029%20Apr%202026%2017:13:51%20GMT	https://dadus.co.in/cdn/shop/t/16/assets/component-newsletter.css?v=4727253280200485261744111320	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/component-newsletter01eb.css	(from https://dadus.co.in/)
01:35:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:07%20GMT	http://dadus.co.in/cdn/shop/t/16/assets/component-list-payment.css?v=69253961410771838501744111320	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/component-list-payment017e.css	(from https://dadus.co.in/)
01:35:06	362/362	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Apr%202026%2008:50:45%20GMT	https://dadus.co.in/cdn/shop/t/16/assets/component-list-payment.css?v=69253961410771838501744111320	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/component-list-payment017e.css	(from https://dadus.co.in/)
01:35:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:07%20GMT	http://dadus.co.in/cdn/shop/t/16/assets/component-list-social.css?v=35792976012981934991744111320	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/component-list-social6fd4.css	(from https://dadus.co.in/)
01:35:07	504/504	---MCZ	200	added ('OK')	text/css	date:Fri,%2005%20Jun%202026%2019:46:40%20GMT	https://dadus.co.in/cdn/shop/t/16/assets/component-list-social.css?v=35792976012981934991744111320	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/component-list-social6fd4.css	(from https://dadus.co.in/)
01:35:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:08%20GMT	http://dadus.co.in/cdn/shop/files/Group_799_5c8eb5e5-80a5-4833-8728-ea450030bf20.png?v=1744602816	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/Group_799_5c8eb5e5-80a5-4833-8728-ea450030bf205528.png	(from https://dadus.co.in/)
01:35:07	4999/4999	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2015:37:35%20GMT	https://dadus.co.in/cdn/shop/files/Group_799_5c8eb5e5-80a5-4833-8728-ea450030bf20.png?v=1744602816	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/Group_799_5c8eb5e5-80a5-4833-8728-ea450030bf205528.png	(from https://dadus.co.in/)
01:35:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:09%20GMT	http://dadus.co.in/cdn/shop/files/image_97.png?v=1744602487	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/image_97f17d.png	(from https://dadus.co.in/)
01:35:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:11%20GMT	http://dadus.co.in/cdn/shop/files/image_98.png?v=1744602518	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/image_98853f.png	(from https://dadus.co.in/)
01:35:10	97069/97069	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:05:10%20GMT	https://dadus.co.in/cdn/shop/files/image_97.png?v=1744602487	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/image_97f17d.png	(from https://dadus.co.in/)
01:35:10	97258/97258	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2005:15:47%20GMT	https://dadus.co.in/cdn/shop/files/image_98.png?v=1744602518	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/image_98853f.png	(from https://dadus.co.in/)
01:35:11	230243/230243	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:05:11%20GMT	https://dadus.co.in/pages/contact-us	D:/react_projects/dadus-clone/dadus.co.in/pages/contact-us.html	(from https://dadus.co.in/)
01:35:11	202921/202921	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:05:12%20GMT	https://dadus.co.in/pages/payment-policy	D:/react_projects/dadus-clone/dadus.co.in/pages/payment-policy.html	(from https://dadus.co.in/)
01:35:12	202664/202664	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:05:13%20GMT	https://dadus.co.in/pages/refund-policy	D:/react_projects/dadus-clone/dadus.co.in/pages/refund-policy.html	(from https://dadus.co.in/)
01:35:13	204145/204145	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:05:14%20GMT	https://dadus.co.in/policies/privacy-policy	D:/react_projects/dadus-clone/dadus.co.in/policies/privacy-policy.html	(from https://dadus.co.in/)
01:35:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:15%20GMT	http://dadus.co.in/cdn/shop/files/dadus.png?v=1747724111	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/daduseabe.png	(from https://dadus.co.in/)
01:35:16	216521/216521	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:05:15%20GMT	https://dadus.co.in/pages/terms-and-conditions	D:/react_projects/dadus-clone/dadus.co.in/pages/terms-and-conditions.html	(from https://dadus.co.in/)
01:35:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:17%20GMT	http://dadus.co.in/cdn/shop/t/16/assets/predictive-search.js?v=57209189334897115771744111322	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/predictive-search349d.js	(from https://dadus.co.in/)
01:35:17	36168/36168	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Jun%202026%2020:05:17%20GMT	https://dadus.co.in/cdn/shop/files/dadus.png?v=1747724111	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/daduseabe.png	(from https://dadus.co.in/)
01:35:18	6317/6317	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2030%20Apr%202026%2004:29:19%20GMT	https://dadus.co.in/cdn/shop/t/16/assets/predictive-search.js?v=57209189334897115771744111322	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/predictive-search349d.js	(from https://dadus.co.in/)
01:35:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:19%20GMT	http://dadus.co.in/cdn/shop/t/16/assets/cart-drawer.js?v=169981311261118214701744111320	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/cart-drawer06ce.js	(from https://dadus.co.in/)
01:35:18	3402/3402	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2013%20May%202026%2002:38:15%20GMT	https://dadus.co.in/cdn/shop/t/16/assets/cart-drawer.js?v=169981311261118214701744111320	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/cart-drawer06ce.js	(from https://dadus.co.in/)
01:35:19	163976/163976	---MCZ	200	added ('OK')	text/javascript	etag:W/%22722b3bfac64e484d36ecf49a2da4f9e5%22	https://magic-plugins.razorpay.com/shopify/magic-shopify.js	D:/react_projects/dadus-clone/magic-plugins.razorpay.com/shopify/magic-shopify.js	(from https://dadus.co.in/)
01:35:20	12366/12366	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2012%20Jun%202026%2019:49:03%20GMT	https://cdn.shopify.com/storefront/standard-actions.js	D:/react_projects/dadus-clone/cdn.shopify.com/storefront/standard-actions.js	(from https://dadus.co.in/)
01:35:20	179349/179349	---M--	200	added ('OK')	image/gif	date:Fri,%2012%20Jun%202026%2020:05:21%20GMT	https://dadus.co.in/cdn/shop/t/16/assets/sparkle.gif	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/sparkle.gif	(from https://dadus.co.in/cdn/shop/t/16/assets/base.css?v=171668940032063702371747027262)
01:35:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:22%20GMT	http://dadus.co.in/cdn/shop/collections/website_category_banners_cb5475cb-d522-4fcb-9dba-925d6e6142ca.png?v=1780037230	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/collections/website_category_banners_cb5475cb-d522-4fcb-9dba-925d6e6142ca80d5.png	(from https://dadus.co.in/collections/all)
01:35:22	42596/42596	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20May%202026%2004:05:54%20GMT	https://dadus.co.in/cdn/shop/files/LibreBaskerville-Regular.ttf?v=1744111627	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/files/LibreBaskerville-Regular53b9.ttf	(from https://dadus.co.in/cdn/shop/t/16/assets/base.css?v=171668940032063702371747027262)
01:35:22	562737/562737	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jun%202026%2017:25:21%20GMT	https://dadus.co.in/cdn/shop/collections/website_category_banners_cb5475cb-d522-4fcb-9dba-925d6e6142ca.png?v=1780037230	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/collections/website_category_banners_cb5475cb-d522-4fcb-9dba-925d6e6142ca80d5.png	(from https://dadus.co.in/collections/all)
01:35:22	41409/41409	---MC-	200	added ('OK')	application/atom+xml	date:Fri,%2012%20Jun%202026%2020:05:23%20GMT	https://dadus.co.in/collections/all.atom	D:/react_projects/dadus-clone/dadus.co.in/collections/all.atom	(from https://dadus.co.in/collections/all)
01:35:23	285331/285331	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2020:05:24%20GMT	https://dadus.co.in/collections/all?page=2	D:/react_projects/dadus-clone/dadus.co.in/collections/all4658.html	(from https://dadus.co.in/collections/all)
01:35:25	55447/55447	---MC-	200	added ('OK')	application/json+oembed	date:Fri,%2012%20Jun%202026%2020:05:26%20GMT	https://dadus.co.in/collections/all.oembed	D:/react_projects/dadus-clone/dadus.co.in/collections/all.oembed	(from https://dadus.co.in/collections/all)
01:35:26	198739/198739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202026%2020:05:26%20GMT	https://dadus.co.in/collections/POST	D:/react_projects/dadus-clone/dadus.co.in/collections/POST	(from https://dadus.co.in/collections/all)
01:35:27	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jun%202026%2020:05:27%20GMT	https://dadus.co.in/customer_authentication/redirect?locale=en&region_country=IN	D:/react_projects/dadus-clone/dadus.co.in/customer_authentication/redirecta9eb	(from https://dadus.co.in/collections/all)
01:35:27	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jun%202026%2020:05:28%20GMT	https://dadus.co.in/account	D:/react_projects/dadus-clone/dadus.co.in/account	(from https://dadus.co.in/collections/all)
01:35:28	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jun%202026%2020:05:28%20GMT	https://dadus.co.in/account	D:/react_projects/dadus-clone/dadus.co.in/account	(from https://dadus.co.in/collections/all)
01:35:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:30%20GMT	http://dadus.co.in/cdn/shop/collections/website_category_banners_cb5475cb-d522-4fcb-9dba-925d6e6142ca_1920x.png?v=1780037230	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/collections/website_category_banners_cb5475cb-d522-4fcb-9dba-925d6e6142ca_1920x80d5.png	(from https://dadus.co.in/collections/all)
01:35:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:31%20GMT	http://dadus.co.in/cdn/shop/t/16/assets/template-collection.css?v=58558206033505836701744111322	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/template-collection896e.css	(from https://dadus.co.in/collections/all)
01:35:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jun%202026%2020:05:32%20GMT	http://dadus.co.in/cdn/shop/t/16/assets/quick-add.css?v=130590836869345997561744111322	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/quick-adda2b9.css	(from https://dadus.co.in/collections/all)
01:35:32	1509/1509	---MCZ	200	added ('OK')	text/css	date:Fri,%2015%20May%202026%2003:05:04%20GMT	https://dadus.co.in/cdn/shop/t/16/assets/template-collection.css?v=58558206033505836701744111322	D:/react_projects/dadus-clone/dadus.co.in/cdn/shop/t/16/assets/template-collection896e.css	(from https://dadus.co.in/collections/all)
